index,pred
18896,1 顆星
29917,5 顆星
28959,1 顆星
15357,1 顆星
21933,1 顆星
8723,5 顆星
17594,1 顆星
24421,1 顆星
12948,5 顆星
11078,1 顆星
25328,1 顆星
10862,1 顆星
28714,1 顆星
26373,1 顆星
25749,5 顆星
6807,1 顆星
20792,5 顆星
13415,1 顆星
6991,5 顆星
27103,5 顆星
25800,1 顆星
5866,5 顆星
31227,1 顆星
2096,5 顆星
13927,1 顆星
12188,5 顆星
718,5 顆星
23838,1 顆星
2408,5 顆星
18140,1 顆星
27840,5 顆星
3528,5 顆星
28236,1 顆星
14538,1 顆星
27966,1 顆星
14995,1 顆星
20861,1 顆星
21856,1 顆星
4636,5 顆星
28426,1 顆星
16931,1 顆星
7133,1 顆星
13429,1 顆星
29,1 顆星
12717,5 顆星
15942,5 顆星
4615,1 顆星
28901,1 顆星
5734,1 顆星
24472,1 顆星
4929,1 顆星
19374,5 顆星
3192,5 顆星
12260,5 顆星
2417,5 顆星
19130,1 顆星
27130,5 顆星
7053,1 顆星
14037,1 顆星
21869,1 顆星
30697,1 顆星
19945,1 顆星
25938,1 顆星
9917,5 顆星
10595,1 顆星
27767,1 顆星
12551,5 顆星
15927,1 顆星
2095,5 顆星
13162,5 顆星
26886,5 顆星
19214,5 顆星
12177,5 顆星
10521,1 顆星
7655,5 顆星
6730,1 顆星
10336,1 顆星
23772,1 顆星
27064,5 顆星
9753,1 顆星
19402,5 顆星
20697,5 顆星
7273,5 顆星
27918,1 顆星
12110,5 顆星
22966,1 顆星
13599,1 顆星
5022,1 顆星
21682,5 顆星
8034,1 顆星
1096,5 顆星
22848,1 顆星
10378,1 顆星
27281,1 顆星
16680,5 顆星
23142,1 顆星
9311,5 顆星
4142,5 顆星
14928,1 顆星
5989,5 顆星
3508,5 顆星
5505,5 顆星
1079,5 顆星
4343,1 顆星
24324,1 顆星
29423,5 顆星
17465,1 顆星
4312,5 顆星
5319,5 顆星
9933,5 顆星
25843,1 顆星
21523,1 顆星
3661,5 顆星
31333,1 顆星
31143,5 顆星
27779,1 顆星
3859,5 顆星
4706,3 顆星
19483,1 顆星
5688,5 顆星
21071,1 顆星
1368,1 顆星
518,1 顆星
9070,1 顆星
24696,5 顆星
5281,5 顆星
262,1 顆星
22302,1 顆星
17897,5 顆星
22482,1 顆星
6880,5 顆星
16608,5 顆星
14853,1 顆星
4145,5 顆星
18023,5 顆星
16811,5 顆星
11961,1 顆星
9718,1 顆星
30641,1 顆星
19253,5 顆星
14852,1 顆星
19545,5 顆星
27396,1 顆星
15985,5 顆星
4503,1 顆星
5131,5 顆星
10906,1 顆星
23275,1 顆星
20991,1 顆星
14302,1 顆星
20743,1 顆星
15477,1 顆星
1309,5 顆星
30133,5 顆星
23638,1 顆星
28392,1 顆星
15722,5 顆星
24660,5 顆星
10278,1 顆星
14692,1 顆星
27753,1 顆星
29012,1 顆星
20071,5 顆星
16405,5 顆星
28430,1 顆星
31186,5 顆星
20026,5 顆星
11076,1 顆星
19060,5 顆星
29689,1 顆星
29482,1 顆星
20534,1 顆星
21439,1 顆星
27890,1 顆星
11249,1 顆星
12784,5 顆星
6395,1 顆星
13217,5 顆星
27513,1 顆星
24432,1 顆星
30887,1 顆星
2474,5 顆星
25330,1 顆星
6531,5 顆星
1751,1 顆星
5220,1 顆星
29804,5 顆星
521,1 顆星
12407,5 顆星
7451,1 顆星
14276,1 顆星
17396,1 顆星
5533,1 顆星
12597,5 顆星
27457,1 顆星
27724,5 顆星
23089,1 顆星
15723,5 顆星
6974,1 顆星
21829,1 顆星
17928,1 顆星
5695,5 顆星
30152,5 顆星
7371,5 顆星
8653,5 顆星
19565,5 顆星
8729,1 顆星
28928,1 顆星
27810,1 顆星
4894,5 顆星
11104,1 顆星
28433,5 顆星
26316,5 顆星
4897,5 顆星
25104,1 顆星
16227,5 顆星
10368,1 顆星
550,1 顆星
22250,1 顆星
17861,1 顆星
1799,5 顆星
30860,1 顆星
17480,1 顆星
13713,1 顆星
4962,5 顆星
30964,5 顆星
19921,5 顆星
11014,1 顆星
28459,1 顆星
29336,1 顆星
29396,5 顆星
9213,1 顆星
10424,1 顆星
10983,1 顆星
5977,5 顆星
22207,1 顆星
21357,1 顆星
4362,1 顆星
8986,1 顆星
1609,1 顆星
15580,1 顆星
25853,1 顆星
514,1 顆星
23944,1 顆星
9824,5 顆星
12918,5 顆星
2559,1 顆星
21453,1 顆星
17403,1 顆星
2759,5 顆星
20970,1 顆星
18190,1 顆星
2629,1 顆星
14473,1 顆星
14367,1 顆星
14273,1 顆星
621,5 顆星
13249,1 顆星
18864,5 顆星
30286,5 顆星
3182,1 顆星
12844,5 顆星
16317,5 顆星
31200,5 顆星
16036,1 顆星
10497,1 顆星
14660,1 顆星
21423,1 顆星
17301,5 顆星
24538,1 顆星
2346,1 顆星
4364,5 顆星
4381,5 顆星
30008,5 顆星
20074,5 顆星
1264,1 顆星
21630,1 顆星
30562,5 顆星
6508,1 顆星
18744,1 顆星
6803,5 顆星
29568,1 顆星
19082,5 顆星
27186,1 顆星
8888,5 顆星
14734,1 顆星
880,1 顆星
18793,1 顆星
31444,1 顆星
18379,5 顆星
2977,5 顆星
29908,5 顆星
22336,5 顆星
25244,1 顆星
16839,5 顆星
6255,5 顆星
11142,1 顆星
18433,1 顆星
14801,1 顆星
12521,5 顆星
20354,1 顆星
25688,5 顆星
29426,5 顆星
20218,5 顆星
8027,5 顆星
15773,1 顆星
7578,1 顆星
10030,1 顆星
26793,5 顆星
5831,5 顆星
14245,5 顆星
23080,1 顆星
517,1 顆星
16590,5 顆星
25127,1 顆星
8734,5 顆星
20098,5 顆星
23764,1 顆星
22641,1 顆星
26566,1 顆星
2817,5 顆星
3572,1 顆星
29444,1 顆星
21283,1 顆星
12794,5 顆星
24588,1 顆星
14429,1 顆星
546,5 顆星
26792,5 顆星
26667,5 顆星
31407,5 顆星
22232,1 顆星
12300,5 顆星
10086,5 顆星
28858,1 顆星
9336,5 顆星
2147,1 顆星
16301,5 顆星
31459,1 顆星
9308,5 顆星
18658,5 顆星
24919,5 顆星
11103,1 顆星
19494,5 顆星
7778,5 顆星
30526,5 顆星
1511,5 顆星
10785,1 顆星
18010,5 顆星
30387,1 顆星
19661,5 顆星
19503,5 顆星
25132,1 顆星
10306,1 顆星
19162,5 顆星
29925,5 顆星
17284,1 顆星
3648,5 顆星
27857,1 顆星
25009,5 顆星
24186,1 顆星
21407,5 顆星
30971,1 顆星
20582,1 顆星
6558,5 顆星
28528,1 顆星
17193,5 顆星
17736,1 顆星
28634,1 顆星
3827,5 顆星
21924,5 顆星
27566,1 顆星
20038,5 顆星
1156,5 顆星
6924,1 顆星
4096,1 顆星
21876,1 顆星
12268,1 顆星
12501,5 顆星
26548,1 顆星
10774,1 顆星
28909,1 顆星
17313,5 顆星
31415,1 顆星
21410,1 顆星
25525,5 顆星
1416,5 顆星
15239,1 顆星
761,1 顆星
8633,1 顆星
23689,5 顆星
16718,5 顆星
3935,5 顆星
22833,5 顆星
7972,1 顆星
13520,1 顆星
2501,1 顆星
26036,1 顆星
3603,1 顆星
16805,5 顆星
29198,1 顆星
20554,1 顆星
23519,1 顆星
6852,5 顆星
23872,1 顆星
132,1 顆星
2737,5 顆星
11439,1 顆星
19975,1 顆星
14608,1 顆星
13697,1 顆星
9371,1 顆星
23706,5 顆星
12230,1 顆星
5980,1 顆星
23952,1 顆星
29348,5 顆星
17013,5 顆星
20860,1 顆星
22377,1 顆星
18438,1 顆星
25735,5 顆星
29323,5 顆星
22140,1 顆星
24436,1 顆星
30704,5 顆星
3397,1 顆星
24231,1 顆星
24598,5 顆星
7633,5 顆星
11378,1 顆星
17125,5 顆星
4495,5 顆星
3052,5 顆星
27098,5 顆星
30581,5 顆星
17454,5 顆星
26040,1 顆星
11813,5 顆星
15666,1 顆星
9443,1 顆星
9597,1 顆星
3327,1 顆星
29620,1 顆星
25753,1 顆星
9546,5 顆星
6568,5 顆星
26541,1 顆星
21881,1 顆星
12753,1 顆星
19320,5 顆星
5168,5 顆星
27853,1 顆星
27540,1 顆星
7144,1 顆星
7241,5 顆星
4849,1 顆星
0,5 顆星
30779,5 顆星
13017,5 顆星
8089,5 顆星
5327,1 顆星
24130,1 顆星
5456,1 顆星
25929,1 顆星
14903,1 顆星
28906,1 顆星
21897,1 顆星
8155,1 顆星
28158,1 顆星
22029,5 顆星
12072,5 顆星
21926,1 顆星
29989,1 顆星
14358,1 顆星
4468,5 顆星
19654,5 顆星
17416,1 顆星
26230,5 顆星
24521,1 顆星
18974,1 顆星
8125,5 顆星
20329,1 顆星
5679,5 顆星
19791,5 顆星
25572,1 顆星
3709,5 顆星
26281,1 顆星
303,1 顆星
21194,1 顆星
30878,5 顆星
1298,5 顆星
27662,1 顆星
15672,1 顆星
31464,1 顆星
9410,5 顆星
19927,5 顆星
28506,5 顆星
14277,1 顆星
13641,1 顆星
23777,1 顆星
2611,5 顆星
30850,1 顆星
26794,5 顆星
26331,5 顆星
9675,5 顆星
22062,1 顆星
4406,1 顆星
13451,1 顆星
25240,1 顆星
4402,5 顆星
5612,5 顆星
79,5 顆星
12875,5 顆星
10762,1 顆星
13185,5 顆星
23310,1 顆星
14486,1 顆星
16068,1 顆星
27977,1 顆星
4156,5 顆星
19350,1 顆星
10607,1 顆星
21010,1 顆星
14942,1 顆星
18479,1 顆星
18246,5 顆星
16864,5 顆星
29706,5 顆星
4299,1 顆星
13605,1 顆星
12175,1 顆星
20241,5 顆星
17649,1 顆星
19109,5 顆星
9420,1 顆星
31123,1 顆星
10548,1 顆星
16052,1 顆星
7423,5 顆星
3997,1 顆星
16941,1 顆星
20466,1 顆星
6588,5 顆星
27731,1 顆星
13677,1 顆星
24046,1 顆星
7563,1 顆星
5282,5 顆星
20480,1 顆星
2760,5 顆星
21015,1 顆星
30937,1 顆星
19640,5 顆星
25259,1 顆星
24102,1 顆星
19343,1 顆星
19502,1 顆星
27661,1 顆星
31093,1 顆星
19642,5 顆星
3488,5 顆星
27902,1 顆星
12488,1 顆星
27762,1 顆星
9380,5 顆星
7751,5 顆星
24468,1 顆星
2519,1 顆星
28948,1 顆星
23678,5 顆星
3354,1 顆星
24602,1 顆星
20965,5 顆星
1504,5 顆星
5198,5 顆星
1436,1 顆星
508,1 顆星
26726,1 顆星
9240,5 顆星
16769,1 顆星
4925,5 顆星
78,1 顆星
26267,5 顆星
11502,5 顆星
7019,5 顆星
5862,1 顆星
20818,1 顆星
12194,5 顆星
15734,5 顆星
28194,1 顆星
18724,1 顆星
752,1 顆星
7770,1 顆星
20168,1 顆星
6834,5 顆星
12233,1 顆星
1250,5 顆星
24663,5 顆星
28667,1 顆星
3939,5 顆星
14970,1 顆星
17622,1 顆星
28912,1 顆星
11107,1 顆星
19537,5 顆星
9328,1 顆星
7808,1 顆星
15025,1 顆星
7134,5 顆星
1381,5 顆星
17569,1 顆星
5557,1 顆星
22421,1 顆星
22988,5 顆星
28508,1 顆星
28859,1 顆星
23007,1 顆星
3219,5 顆星
18729,1 顆星
10809,1 顆星
1533,1 顆星
1911,1 顆星
3623,1 顆星
18519,1 顆星
28269,5 顆星
3902,5 顆星
3695,1 顆星
1432,5 顆星
26939,5 顆星
14880,1 顆星
4368,5 顆星
17607,5 顆星
1197,1 顆星
19009,1 顆星
1624,5 顆星
13922,5 顆星
7310,1 顆星
22436,1 顆星
24566,5 顆星
30632,1 顆星
22070,1 顆星
20598,1 顆星
2726,1 顆星
16387,1 顆星
2297,5 顆星
17363,1 顆星
4573,1 顆星
3011,1 顆星
18882,1 顆星
8859,1 顆星
26872,5 顆星
20221,1 顆星
26563,5 顆星
20103,5 顆星
22674,1 顆星
20090,5 顆星
16654,5 顆星
23871,1 顆星
28765,1 顆星
2805,3 顆星
22488,1 顆星
1928,1 顆星
31265,1 顆星
7169,5 顆星
27441,1 顆星
14446,1 顆星
9144,1 顆星
29509,5 顆星
12975,5 顆星
13317,1 顆星
13979,5 顆星
29384,5 顆星
26058,5 顆星
24048,1 顆星
31023,1 顆星
13348,1 顆星
2308,1 顆星
18742,5 顆星
30432,5 顆星
17369,1 顆星
13732,5 顆星
13903,1 顆星
14234,1 顆星
23620,1 顆星
15079,1 顆星
29616,5 顆星
17585,1 顆星
20665,1 顆星
27743,5 顆星
25142,1 顆星
16616,5 顆星
9539,5 顆星
14485,1 顆星
26810,5 顆星
18753,1 顆星
15175,1 顆星
13793,1 顆星
15476,5 顆星
27319,5 顆星
25821,5 顆星
3589,1 顆星
29591,1 顆星
13883,1 顆星
7854,1 顆星
6843,5 顆星
20465,1 顆星
2035,1 顆星
11587,5 顆星
22334,1 顆星
30831,1 顆星
2148,5 顆星
27136,1 顆星
3069,5 顆星
30495,1 顆星
30712,1 顆星
27188,1 顆星
28794,1 顆星
14055,1 顆星
9258,5 顆星
2775,1 顆星
11385,5 顆星
1598,5 顆星
11553,5 顆星
5393,5 顆星
18788,5 顆星
10802,1 顆星
17059,1 顆星
17015,5 顆星
29424,1 顆星
16112,1 顆星
27386,1 顆星
24307,1 顆星
11888,5 顆星
9842,1 顆星
26994,5 顆星
5699,5 顆星
13205,5 顆星
14760,1 顆星
20312,1 顆星
14818,1 顆星
14725,1 顆星
27406,5 顆星
29477,5 顆星
4548,5 顆星
12138,1 顆星
23234,5 顆星
13031,5 顆星
29728,1 顆星
17858,1 顆星
23307,1 顆星
3614,1 顆星
20936,1 顆星
24135,1 顆星
9388,5 顆星
18233,5 顆星
13913,1 顆星
19643,5 顆星
15828,1 顆星
13132,1 顆星
17089,5 顆星
9573,5 顆星
14449,5 顆星
9973,5 顆星
25475,1 顆星
4688,1 顆星
19169,5 顆星
28427,1 顆星
30394,5 顆星
21552,1 顆星
18309,1 顆星
7761,5 顆星
6000,5 顆星
28791,1 顆星
17474,1 顆星
11798,5 顆星
26218,1 顆星
2506,1 顆星
20001,1 顆星
2525,1 顆星
2314,5 顆星
5250,1 顆星
699,1 顆星
25710,1 顆星
14244,1 顆星
8462,5 顆星
4196,1 顆星
17628,1 顆星
1503,1 顆星
769,1 顆星
14615,1 顆星
18414,1 顆星
21319,1 顆星
10197,1 顆星
29763,5 顆星
24715,1 顆星
7247,5 顆星
25125,5 顆星
7484,1 顆星
3190,5 顆星
10466,5 顆星
8263,5 顆星
14978,1 顆星
8511,1 顆星
7602,5 顆星
16670,1 顆星
4916,1 顆星
28623,1 顆星
24981,1 顆星
24313,5 顆星
15939,5 顆星
12886,5 顆星
7593,1 顆星
30225,5 顆星
7894,5 顆星
24753,1 顆星
12586,5 顆星
8003,5 顆星
13239,5 顆星
27055,5 顆星
28313,5 顆星
26370,1 顆星
3196,1 顆星
12955,5 顆星
7838,1 顆星
1323,5 顆星
24425,1 顆星
29097,1 顆星
814,5 顆星
15929,5 顆星
31330,1 顆星
23503,1 顆星
11619,5 顆星
16725,5 顆星
25907,1 顆星
5602,5 顆星
17983,1 顆星
27343,1 顆星
11869,5 顆星
23607,1 顆星
9858,1 顆星
15729,1 顆星
26334,1 顆星
28452,1 顆星
21464,1 顆星
10606,1 顆星
9003,1 顆星
1530,5 顆星
20636,1 顆星
7369,5 顆星
18738,1 顆星
5182,1 顆星
429,1 顆星
5493,5 顆星
19275,5 顆星
22332,1 顆星
28533,1 顆星
9781,5 顆星
17922,5 顆星
26651,5 顆星
25968,1 顆星
11646,1 顆星
4813,5 顆星
2930,1 顆星
25616,1 顆星
9769,5 顆星
23251,1 顆星
21578,1 顆星
27110,1 顆星
23028,1 顆星
28954,1 顆星
24076,1 顆星
4772,1 顆星
15816,1 顆星
6831,5 顆星
27014,5 顆星
7547,1 顆星
27490,1 顆星
26612,1 顆星
27698,1 顆星
29881,1 顆星
4716,1 顆星
21782,1 顆星
16640,5 顆星
26827,5 顆星
7072,5 顆星
3521,5 顆星
7005,1 顆星
11305,5 顆星
28831,5 顆星
5789,5 顆星
25242,1 顆星
4375,5 顆星
3920,5 顆星
817,5 顆星
18514,5 顆星
18708,1 顆星
21838,1 顆星
16445,5 顆星
26741,5 顆星
6075,1 顆星
19662,1 顆星
30238,5 顆星
10145,1 顆星
13652,1 顆星
4366,5 顆星
21983,5 顆星
19419,5 顆星
27007,5 顆星
26510,1 顆星
630,5 顆星
29760,5 顆星
9499,1 顆星
6315,5 顆星
29170,1 顆星
27511,1 顆星
21669,5 顆星
9284,5 顆星
16210,1 顆星
30888,5 顆星
24172,1 顆星
2451,5 顆星
21312,1 顆星
14207,1 顆星
28636,5 顆星
18647,1 顆星
25905,5 顆星
15458,1 顆星
29678,1 顆星
13706,5 顆星
23109,1 顆星
20112,5 顆星
15606,1 顆星
20381,1 顆星
4149,1 顆星
2916,5 顆星
3000,5 顆星
14123,1 顆星
6460,5 顆星
21708,1 顆星
28097,5 顆星
27273,1 顆星
28955,1 顆星
4528,5 顆星
16624,5 顆星
5861,1 顆星
8375,1 顆星
27030,5 顆星
30713,5 顆星
24145,1 顆星
22897,1 顆星
8609,1 顆星
14370,5 顆星
16600,1 顆星
29018,1 顆星
13882,5 顆星
25559,1 顆星
31160,1 顆星
10457,1 顆星
10226,1 顆星
1224,1 顆星
26985,5 顆星
23954,1 顆星
5230,5 顆星
24851,5 顆星
7362,1 顆星
13467,1 顆星
22987,1 顆星
22000,1 顆星
21980,5 顆星
30177,5 顆星
7816,1 顆星
8315,1 顆星
16172,5 顆星
27887,5 顆星
7250,1 顆星
5326,5 顆星
24483,1 顆星
8710,1 顆星
27290,1 顆星
5116,1 顆星
1149,5 顆星
12801,1 顆星
17122,5 顆星
6519,1 顆星
15953,1 顆星
10578,1 顆星
19476,5 顆星
15152,1 顆星
7060,5 顆星
24603,5 顆星
12465,5 顆星
8409,1 顆星
24821,1 顆星
14996,1 顆星
26345,1 顆星
8366,1 顆星
26571,1 顆星
28902,1 顆星
13354,1 顆星
9098,5 顆星
27932,1 顆星
4249,1 顆星
6353,5 顆星
11420,5 顆星
29679,5 顆星
1569,5 顆星
25455,5 顆星
20500,1 顆星
20379,1 顆星
24580,1 顆星
5569,1 顆星
11017,5 顆星
22893,1 顆星
13313,1 顆星
30386,5 顆星
12414,5 顆星
8106,1 顆星
14385,1 顆星
27817,1 顆星
17232,5 顆星
18321,5 顆星
24980,1 顆星
28838,5 顆星
6213,5 顆星
14924,1 顆星
22350,1 顆星
1458,5 顆星
3280,1 顆星
17459,5 顆星
31343,1 顆星
27058,5 顆星
18044,5 顆星
28992,1 顆星
15657,5 顆星
1051,5 顆星
31365,1 顆星
2062,5 顆星
9942,1 顆星
2375,5 顆星
27139,5 顆星
1872,1 顆星
11020,1 顆星
8970,5 顆星
6667,5 顆星
19194,5 顆星
21484,1 顆星
29159,5 顆星
28866,1 顆星
25507,5 顆星
4795,1 顆星
11533,5 顆星
28580,1 顆星
27901,1 顆星
24252,1 顆星
18641,5 顆星
17548,1 顆星
24020,1 顆星
14057,1 顆星
30791,1 顆星
29427,5 顆星
24795,5 顆星
8344,5 顆星
19468,5 顆星
22573,5 顆星
6593,5 顆星
1031,5 顆星
18749,1 顆星
26663,1 顆星
8276,5 顆星
7631,1 顆星
1912,1 顆星
29780,1 顆星
22992,1 顆星
11714,5 顆星
23488,1 顆星
7992,1 顆星
6572,5 顆星
23342,1 顆星
4053,5 顆星
28740,1 顆星
19718,5 顆星
26556,1 顆星
20056,5 顆星
16854,1 顆星
4692,5 顆星
23686,1 顆星
21503,1 顆星
13157,1 顆星
21596,1 顆星
2553,5 顆星
1305,5 顆星
4471,5 顆星
26854,5 顆星
412,1 顆星
3699,5 顆星
18801,1 顆星
5854,1 顆星
3787,1 顆星
5027,1 顆星
10255,1 顆星
14679,1 顆星
28852,1 顆星
29461,1 顆星
8477,1 顆星
3743,5 顆星
6953,5 顆星
7170,5 顆星
2469,5 顆星
15764,1 顆星
15290,5 顆星
22611,1 顆星
6975,1 顆星
27834,1 顆星
12866,5 顆星
29011,1 顆星
27963,1 顆星
21804,5 顆星
2235,5 顆星
19703,1 顆星
19655,1 顆星
26530,1 顆星
18404,1 顆星
12739,5 顆星
1393,5 顆星
11535,1 顆星
799,1 顆星
23199,1 顆星
30970,1 顆星
30250,5 顆星
19370,5 顆星
24850,5 顆星
7200,5 顆星
5842,1 顆星
6926,1 顆星
26948,5 顆星
30004,5 顆星
10752,1 顆星
12330,1 顆星
25023,1 顆星
16467,5 顆星
4959,5 顆星
28441,5 顆星
9527,5 顆星
2097,1 顆星
16285,5 顆星
20419,1 顆星
8703,1 顆星
20557,1 顆星
1867,5 顆星
14048,5 顆星
16107,1 顆星
30710,5 顆星
19762,1 顆星
29278,5 顆星
13440,1 顆星
27920,1 顆星
9834,1 顆星
15443,1 顆星
8339,1 顆星
13443,1 顆星
10179,1 顆星
654,1 顆星
319,1 顆星
3148,5 顆星
19786,5 顆星
10206,1 顆星
28773,1 顆星
6324,5 顆星
25695,5 顆星
14218,1 顆星
3210,5 顆星
30179,5 顆星
5053,1 顆星
28364,5 顆星
6412,1 顆星
11070,1 顆星
11445,1 顆星
47,1 顆星
9618,1 顆星
14881,1 顆星
11653,5 顆星
25145,1 顆星
29871,1 顆星
19432,5 顆星
19767,5 顆星
26505,5 顆星
25112,1 顆星
14613,1 顆星
5997,5 顆星
24974,5 顆星
30064,1 顆星
28899,1 顆星
28554,1 顆星
16799,5 顆星
25278,1 顆星
18685,1 顆星
26723,1 顆星
15114,1 顆星
26484,1 顆星
8707,1 顆星
22253,1 顆星
746,5 顆星
21212,1 顆星
15775,1 顆星
21016,1 顆星
14158,1 顆星
28970,1 顆星
15991,5 顆星
17817,1 顆星
8669,5 顆星
20590,1 顆星
2333,1 顆星
22239,1 顆星
4338,1 顆星
23848,1 顆星
13392,5 顆星
3252,5 顆星
17380,1 顆星
15713,1 顆星
20395,5 顆星
28705,5 顆星
8863,1 顆星
7440,5 顆星
5285,1 顆星
21823,1 顆星
22786,1 顆星
6020,5 顆星
6999,1 顆星
26788,5 顆星
5098,5 顆星
22920,1 顆星
11347,5 顆星
23400,1 顆星
8177,1 顆星
12778,5 顆星
18406,1 顆星
18478,1 顆星
6586,5 顆星
4985,1 顆星
14892,1 顆星
14947,1 顆星
335,1 顆星
8218,5 顆星
2182,5 顆星
29065,1 顆星
11543,1 顆星
27656,5 顆星
5829,5 顆星
757,5 顆星
28578,1 顆星
5756,5 顆星
14210,1 顆星
8122,1 顆星
23311,1 顆星
17359,5 顆星
28104,5 顆星
22823,1 顆星
8321,1 顆星
26780,5 顆星
14006,1 顆星
8946,5 顆星
24195,5 顆星
30158,5 顆星
21054,1 顆星
26784,5 顆星
29941,1 顆星
24322,1 顆星
3466,5 顆星
1521,5 顆星
4957,5 顆星
13435,1 顆星
7037,1 顆星
15547,1 顆星
29611,1 顆星
2913,5 顆星
18348,1 顆星
27899,1 顆星
1179,1 顆星
28563,1 顆星
30566,5 顆星
24134,1 顆星
29934,1 顆星
16471,5 顆星
25552,5 顆星
10854,1 顆星
720,5 顆星
22531,1 顆星
7916,1 顆星
21260,5 顆星
31139,1 顆星
861,5 顆星
8480,1 顆星
12993,5 顆星
22933,1 顆星
19294,5 顆星
110,1 顆星
21386,1 顆星
16,1 顆星
3318,5 顆星
15298,1 顆星
17204,1 顆星
25008,5 顆星
20302,5 顆星
14260,1 顆星
10870,1 顆星
22247,1 顆星
22801,5 顆星
13810,1 顆星
14632,1 顆星
1490,1 顆星
19692,1 顆星
15180,1 顆星
24684,1 顆星
18612,5 顆星
4380,5 顆星
8407,1 顆星
1926,5 顆星
8962,1 顆星
18172,5 顆星
28544,1 顆星
10123,5 顆星
20448,4 顆星
26659,5 顆星
10560,1 顆星
15621,5 顆星
2661,1 顆星
19886,5 顆星
7714,1 顆星
9466,1 顆星
1899,5 顆星
26290,1 顆星
19783,5 顆星
9658,5 顆星
7717,5 顆星
3051,1 顆星
17249,1 顆星
14472,1 顆星
28721,1 顆星
23908,1 顆星
19220,5 顆星
551,1 顆星
25305,1 顆星
2424,5 顆星
23753,5 顆星
5641,5 顆星
4890,1 顆星
18808,1 顆星
13625,5 顆星
20788,5 顆星
13686,1 顆星
28978,1 顆星
19687,5 顆星
4518,1 顆星
12655,5 顆星
7726,1 顆星
15643,1 顆星
71,5 顆星
21133,1 顆星
11100,1 顆星
17097,5 顆星
15915,5 顆星
13365,1 顆星
27102,5 顆星
11021,1 顆星
14405,1 顆星
26843,5 顆星
2266,5 顆星
25711,5 顆星
17241,1 顆星
12359,5 顆星
22578,1 顆星
11519,1 顆星
16695,1 顆星
31136,1 顆星
29099,5 顆星
6120,1 顆星
11920,5 顆星
20414,5 顆星
17799,1 顆星
16300,5 顆星
9204,5 顆星
3698,5 顆星
8396,1 顆星
12850,5 顆星
837,1 顆星
26205,1 顆星
19012,1 顆星
25943,1 顆星
27510,1 顆星
2322,5 顆星
418,1 顆星
7865,1 顆星
9524,5 顆星
20966,1 顆星
215,1 顆星
8797,1 顆星
3066,5 顆星
19299,5 顆星
25754,1 顆星
16534,5 顆星
5452,5 顆星
19274,1 顆星
379,5 顆星
23904,1 顆星
17147,5 顆星
9498,1 顆星
21616,1 顆星
2856,5 顆星
25751,5 顆星
20919,5 顆星
25303,1 顆星
11050,1 顆星
3367,1 顆星
18860,1 顆星
14528,1 顆星
24847,1 顆星
9133,5 顆星
14384,1 顆星
28480,5 顆星
7899,5 顆星
25068,1 顆星
21185,5 顆星
25220,5 顆星
29508,1 顆星
23964,5 顆星
20459,1 顆星
25321,5 顆星
29652,5 顆星
23700,1 顆星
19653,5 顆星
20580,1 顆星
11205,1 顆星
2378,1 顆星
17751,1 顆星
28133,5 顆星
8049,1 顆星
17450,5 顆星
18799,5 顆星
30905,1 顆星
28349,1 顆星
22405,5 顆星
8250,1 顆星
8381,1 顆星
21222,5 顆星
23486,1 顆星
5794,5 顆星
2149,5 顆星
6023,1 顆星
14727,1 顆星
15818,1 顆星
451,1 顆星
2720,1 顆星
30702,1 顆星
9072,1 顆星
26997,5 顆星
15702,5 顆星
9132,5 顆星
5416,5 顆星
17104,5 顆星
15077,1 顆星
4331,1 顆星
15097,5 顆星
20843,5 顆星
3324,1 顆星
27839,5 顆星
12864,5 顆星
27257,1 顆星
14963,1 顆星
13229,5 顆星
6145,5 顆星
30029,1 顆星
4551,5 顆星
8105,1 顆星
6736,5 顆星
8631,1 顆星
1311,1 顆星
593,5 顆星
12570,1 顆星
4892,5 顆星
12577,5 顆星
3793,5 顆星
894,5 顆星
15868,5 顆星
9086,1 顆星
24651,1 顆星
29698,5 顆星
29017,1 顆星
2703,1 顆星
30003,5 顆星
15346,1 顆星
11349,5 顆星
11740,5 顆星
977,1 顆星
10148,1 顆星
5296,5 顆星
8853,1 顆星
12219,5 顆星
30327,1 顆星
15314,5 顆星
14395,1 顆星
13369,1 顆星
4190,1 顆星
30987,1 顆星
21088,1 顆星
852,5 顆星
1080,5 顆星
13372,1 顆星
21962,1 顆星
6074,1 顆星
6513,1 顆星
557,5 顆星
30429,5 顆星
10113,5 顆星
29129,5 顆星
7123,5 顆星
6995,5 顆星
3414,5 顆星
20569,1 顆星
8515,1 顆星
1289,5 顆星
24124,1 顆星
408,1 顆星
28227,1 顆星
18518,1 顆星
27712,1 顆星
29507,1 顆星
3888,5 顆星
15761,1 顆星
23664,1 顆星
5271,5 顆星
28401,1 顆星
11380,5 顆星
6564,5 顆星
3322,1 顆星
23483,1 顆星
17108,1 顆星
24393,1 顆星
29374,1 顆星
14505,1 顆星
29454,1 顆星
1819,5 顆星
20352,1 顆星
5957,5 顆星
4135,1 顆星
13320,1 顆星
1697,5 顆星
20539,1 顆星
19364,5 顆星
23122,1 顆星
10222,1 顆星
20969,5 顆星
247,1 顆星
26975,5 顆星
14792,1 顆星
13408,5 顆星
29835,1 顆星
17312,1 顆星
28371,5 顆星
20383,1 顆星
